accessionVersion	lineage	sampleCollectionDate	geoLocCountry	geoLocAdmin1	authors	authorAffiliations	hostNameScientific	length	earliestReleaseDate	submissionId	groupName	dataUseTerms	dataUseTermsUrl	biosampleAccession	completeness	geoLocAdmin2	geoLocCity	insdcAccessionFull	insdcRawReadsAccession	isLabHost	specimenCollectorSampleId	totalAmbiguousNucs	totalUnknownNucs
PP_002XUFD.1	A.D.1.6	2024-12-11	Ireland		Carr, Michael; Bennett, Charlene; Banka, Weronika; Fahey, Laura; Rice, Alan; Dean, Jonathan; Hare, Daniel; De Gascun, Cillian F.	National Virus Reference Laboratory, University College Dublin, Dublin, Ireland	Homo sapiens	15160	2025-05-28	hRSV/A/Ireland/un-NVRL-GIRL00090732/2024	NVRL Ireland	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118424616	0.9956650246305419			OZ262163.1				0	3
PP_002XUGB.1	A.D.1	2024-12-16	Ireland		Carr, Michael; Bennett, Charlene; Banka, Weronika; Fahey, Laura; Rice, Alan; Dean, Jonathan; Hare, Daniel; De Gascun, Cillian F.	National Virus Reference Laboratory, University College Dublin, Dublin, Ireland	Homo sapiens	14768	2025-05-28	hRSV/A/Ireland/un-NVRL-GIRL00092032/2024	NVRL Ireland	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118424617	0.9257799671592775			OZ262160.1				0	674
PP_002XUH8.1	A.D.1.5	2024-12-17	Ireland		Carr, Michael; Bennett, Charlene; Banka, Weronika; Fahey, Laura; Rice, Alan; Dean, Jonathan; Hare, Daniel; De Gascun, Cillian F.	National Virus Reference Laboratory, University College Dublin, Dublin, Ireland	Homo sapiens	15223	2025-05-28	hRSV/A/Ireland/un-NVRL-GIRL00092488/2024	NVRL Ireland	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118424618	1.0			OZ262158.1				0	0
PP_002XUJ6.1	A.D.1	2024-12-18	Ireland		Carr, Michael; Bennett, Charlene; Banka, Weronika; Fahey, Laura; Rice, Alan; Dean, Jonathan; Hare, Daniel; De Gascun, Cillian F.	National Virus Reference Laboratory, University College Dublin, Dublin, Ireland	Homo sapiens	15221	2025-05-28	hRSV/A/Ireland/un-NVRL-GIRL00093182/2024	NVRL Ireland	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118424619	0.9973070607553366			OZ262232.1				0	38
PP_002XUK4.1	A.D.1	2024-12-17	Ireland		Carr, Michael; Bennett, Charlene; Banka, Weronika; Fahey, Laura; Rice, Alan; Dean, Jonathan; Hare, Daniel; De Gascun, Cillian F.	National Virus Reference Laboratory, University College Dublin, Dublin, Ireland	Homo sapiens	15216	2025-05-28	hRSV/A/Ireland/un-NVRL-GIRL00093192/2024	NVRL Ireland	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118424620	0.9783251231527094			OZ262247.1				0	322
PP_002XUL2.1	A.D.5.2	2024-12-20	Ireland		Carr, Michael; Bennett, Charlene; Banka, Weronika; Fahey, Laura; Rice, Alan; Dean, Jonathan; Hare, Daniel; De Gascun, Cillian F.	National Virus Reference Laboratory, University College Dublin, Dublin, Ireland	Homo sapiens	15199	2025-05-28	hRSV/A/Ireland/un-NVRL-GIRL00000758/2025	NVRL Ireland	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118424621	0.998423645320197			OZ262239.1				0	2
PP_002XUM0.1	A.D.1.5	2025-01-03	Ireland		Carr, Michael; Bennett, Charlene; Banka, Weronika; Fahey, Laura; Rice, Alan; Dean, Jonathan; Hare, Daniel; De Gascun, Cillian F.	National Virus Reference Laboratory, University College Dublin, Dublin, Ireland	Homo sapiens	15223	2025-05-28	hRSV/A/Ireland/un-NVRL-GIRL00000817/2025	NVRL Ireland	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118424622	1.0			OZ262222.1				0	0
PP_002XUNY.1	A.D.5.2	2024-12-30	Ireland		Carr, Michael; Bennett, Charlene; Banka, Weronika; Fahey, Laura; Rice, Alan; Dean, Jonathan; Hare, Daniel; De Gascun, Cillian F.	National Virus Reference Laboratory, University College Dublin, Dublin, Ireland	Homo sapiens	15163	2025-05-28	hRSV/A/Ireland/un-NVRL-GIRL00001437/2025	NVRL Ireland	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118424623	0.9887684729064039			OZ262194.1				0	113
PP_002XUPW.1	A.D.1	2025-01-07	Ireland		Carr, Michael; Bennett, Charlene; Banka, Weronika; Fahey, Laura; Rice, Alan; Dean, Jonathan; Hare, Daniel; De Gascun, Cillian F.	National Virus Reference Laboratory, University College Dublin, Dublin, Ireland	Homo sapiens	15090	2025-05-28	hRSV/A/Ireland/un-NVRL-GIRL00002573/2025	NVRL Ireland	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118424624	0.9798357963875205			OZ262174.1				0	173
PP_002XUQU.1	A.D.1.5	2025-01-06	Ireland		Carr, Michael; Bennett, Charlene; Banka, Weronika; Fahey, Laura; Rice, Alan; Dean, Jonathan; Hare, Daniel; De Gascun, Cillian F.	National Virus Reference Laboratory, University College Dublin, Dublin, Ireland	Homo sapiens	14618	2025-05-28	hRSV/A/Ireland/un-NVRL-GIRL00002655/2025	NVRL Ireland	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118424625	0.8907060755336618			OZ262228.1				0	1058
PP_002XURS.1	A.D.3.1	2025-01-06	Ireland		Carr, Michael; Bennett, Charlene; Banka, Weronika; Fahey, Laura; Rice, Alan; Dean, Jonathan; Hare, Daniel; De Gascun, Cillian F.	National Virus Reference Laboratory, University College Dublin, Dublin, Ireland	Homo sapiens	15162	2025-05-28	hRSV/A/Ireland/un-NVRL-GIRL00003755/2025	NVRL Ireland	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118424626	0.9952052545155994			OZ262221.1				0	12
PP_002XUSQ.1	A.D.5.2	2024-11-01	Ireland		Carr, Michael; Bennett, Charlene; Banka, Weronika; Fahey, Laura; Rice, Alan; Dean, Jonathan; Hare, Daniel; De Gascun, Cillian F.	National Virus Reference Laboratory, University College Dublin, Dublin, Ireland	Homo sapiens	14879	2025-05-28	hRSV/A/Ireland/un-NVRL-GIRL00079629/2024	NVRL Ireland	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118424627	0.9775369458128079			OZ262166.1				0	0
PP_002XUTN.1	A.D.5.2	2024-11-08	Ireland		Carr, Michael; Bennett, Charlene; Banka, Weronika; Fahey, Laura; Rice, Alan; Dean, Jonathan; Hare, Daniel; De Gascun, Cillian F.	National Virus Reference Laboratory, University College Dublin, Dublin, Ireland	Homo sapiens	15200	2025-05-28	hRSV/A/Ireland/un-NVRL-GIRL00081916/2024	NVRL Ireland	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118424628	0.9986206896551724			OZ262240.1				0	0
PP_002XUUL.1	A.D.5.2	2024-11-08	Ireland		Carr, Michael; Bennett, Charlene; Banka, Weronika; Fahey, Laura; Rice, Alan; Dean, Jonathan; Hare, Daniel; De Gascun, Cillian F.	National Virus Reference Laboratory, University College Dublin, Dublin, Ireland	Homo sapiens	14879	2025-05-28	hRSV/A/Ireland/un-NVRL-GIRL00081917/2024	NVRL Ireland	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118424629	0.9775369458128079			OZ262201.1				0	0
PP_002XUVJ.1	A.D.1	2024-12-15	Ireland		Carr, Michael; Bennett, Charlene; Banka, Weronika; Fahey, Laura; Rice, Alan; Dean, Jonathan; Hare, Daniel; De Gascun, Cillian F.	National Virus Reference Laboratory, University College Dublin, Dublin, Ireland	Homo sapiens	15181	2025-05-28	hRSV/A/Ireland/un-NVRL-GIRL00093330/2024	NVRL Ireland	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118424630	0.9833169129720853			OZ262209.1				0	208
PP_002XUWG.1	A.D.1.5	2024-11-01	Ireland		Carr, Michael; Bennett, Charlene; Banka, Weronika; Fahey, Laura; Rice, Alan; Dean, Jonathan; Hare, Daniel; De Gascun, Cillian F.	National Virus Reference Laboratory, University College Dublin, Dublin, Ireland	Homo sapiens	15224	2025-05-28	hRSV/A/Ireland/un-NVRL-GIRL00079708/2024	NVRL Ireland	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118424631	1.0			OZ262237.1				0	0
PP_002XUXE.1	A.D.1	2024-11-15	Ireland		Carr, Michael; Bennett, Charlene; Banka, Weronika; Fahey, Laura; Rice, Alan; Dean, Jonathan; Hare, Daniel; De Gascun, Cillian F.	National Virus Reference Laboratory, University College Dublin, Dublin, Ireland	Homo sapiens	15085	2025-05-28	hRSV/A/Ireland/un-NVRL-GIRL00085376/2024	NVRL Ireland	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118424632	0.9908702791461412			OZ262202.1				0	0
PP_002XUYC.1	A.D.5.2	2024-12-09	Ireland		Carr, Michael; Bennett, Charlene; Banka, Weronika; Fahey, Laura; Rice, Alan; Dean, Jonathan; Hare, Daniel; De Gascun, Cillian F.	National Virus Reference Laboratory, University College Dublin, Dublin, Ireland	Homo sapiens	15221	2025-05-28	hRSV/A/Ireland/un-NVRL-GIRL00090600/2024	NVRL Ireland	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118424633	1.0			OZ262206.1				0	0
PP_002XUZA.1	A.D.1	2024-12-12	Ireland		Carr, Michael; Bennett, Charlene; Banka, Weronika; Fahey, Laura; Rice, Alan; Dean, Jonathan; Hare, Daniel; De Gascun, Cillian F.	National Virus Reference Laboratory, University College Dublin, Dublin, Ireland	Homo sapiens	14881	2025-05-28	hRSV/A/Ireland/un-NVRL-GIRL00092775/2024	NVRL Ireland	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118424634	0.9774055829228243			OZ262198.1				0	0
PP_002XV08.1	A.D.3	2024-12-14	Ireland		Carr, Michael; Bennett, Charlene; Banka, Weronika; Fahey, Laura; Rice, Alan; Dean, Jonathan; Hare, Daniel; De Gascun, Cillian F.	National Virus Reference Laboratory, University College Dublin, Dublin, Ireland	Homo sapiens	15226	2025-05-28	hRSV/A/Ireland/un-NVRL-GIRL00094065/2024	NVRL Ireland	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118424635	1.0			OZ262238.1				0	0
PP_002XV16.1	A.D.5.2	2024-12-16	Ireland		Carr, Michael; Bennett, Charlene; Banka, Weronika; Fahey, Laura; Rice, Alan; Dean, Jonathan; Hare, Daniel; De Gascun, Cillian F.	National Virus Reference Laboratory, University College Dublin, Dublin, Ireland	Homo sapiens	13785	2025-05-28	hRSV/A/Ireland/un-NVRL-GIRL00095027/2024	NVRL Ireland	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118424636	0.877175697865353			OZ262205.1				0	434
PP_002XV24.1	A.D.1	2024-12-17	Ireland		Carr, Michael; Bennett, Charlene; Banka, Weronika; Fahey, Laura; Rice, Alan; Dean, Jonathan; Hare, Daniel; De Gascun, Cillian F.	National Virus Reference Laboratory, University College Dublin, Dublin, Ireland	Homo sapiens	15223	2025-05-28	hRSV/A/Ireland/un-NVRL-GIRL00091971/2024	NVRL Ireland	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118424637	1.0			OZ262324.1				0	0
PP_002XV32.1	A.D.1	2024-12-30	Ireland		Carr, Michael; Bennett, Charlene; Banka, Weronika; Fahey, Laura; Rice, Alan; Dean, Jonathan; Hare, Daniel; De Gascun, Cillian F.	National Virus Reference Laboratory, University College Dublin, Dublin, Ireland	Homo sapiens	15205	2025-05-28	hRSV/A/Ireland/un-NVRL-GIRL00095436/2024	NVRL Ireland	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118424638	0.9986863711001642			OZ262335.1				0	0
PP_002XV40.1	A.D.3	2024-12-30	Ireland		Carr, Michael; Bennett, Charlene; Banka, Weronika; Fahey, Laura; Rice, Alan; Dean, Jonathan; Hare, Daniel; De Gascun, Cillian F.	National Virus Reference Laboratory, University College Dublin, Dublin, Ireland	Homo sapiens	15189	2025-05-28	hRSV/A/Ireland/un-NVRL-GIRL00000271/2024	NVRL Ireland	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118424639	0.9882430213464696			OZ262330.1				0	142
PP_002XV5Y.1	A.D.1.5	2024-12-17	Ireland		Carr, Michael; Bennett, Charlene; Banka, Weronika; Fahey, Laura; Rice, Alan; Dean, Jonathan; Hare, Daniel; De Gascun, Cillian F.	National Virus Reference Laboratory, University College Dublin, Dublin, Ireland	Homo sapiens	15173	2025-05-28	hRSV/A/Ireland/un-NVRL-GIRL00000504/2024	NVRL Ireland	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118424640	0.9645977011494253			OZ262327.1				0	489
PP_002XV6W.1	A.D.1.5	2024-12-16	Ireland		Carr, Michael; Bennett, Charlene; Banka, Weronika; Fahey, Laura; Rice, Alan; Dean, Jonathan; Hare, Daniel; De Gascun, Cillian F.	National Virus Reference Laboratory, University College Dublin, Dublin, Ireland	Homo sapiens	15165	2025-05-28	hRSV/A/Ireland/un-NVRL-GIRL00000506/2024	NVRL Ireland	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118424641	0.9961904761904762			OZ262307.1				0	0
PP_002XV7U.1	A.D.5.2	2024-12-17	Ireland		Carr, Michael; Bennett, Charlene; Banka, Weronika; Fahey, Laura; Rice, Alan; Dean, Jonathan; Hare, Daniel; De Gascun, Cillian F.	National Virus Reference Laboratory, University College Dublin, Dublin, Ireland	Homo sapiens	15211	2025-05-28	hRSV/A/Ireland/un-NVRL-GIRL00000510/2024	NVRL Ireland	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118424642	0.9993431855500821			OZ262305.1				0	0
PP_002XV8S.1	A.D.3	2024-12-20	Ireland		Carr, Michael; Bennett, Charlene; Banka, Weronika; Fahey, Laura; Rice, Alan; Dean, Jonathan; Hare, Daniel; De Gascun, Cillian F.	National Virus Reference Laboratory, University College Dublin, Dublin, Ireland	Homo sapiens	14884	2025-05-28	hRSV/A/Ireland/un-NVRL-GIRL00000917/2024	NVRL Ireland	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118424643	0.9775369458128079			OZ262311.1				0	0
PP_002XV9Q.1	A.D.1	2025-01-05	Ireland		Carr, Michael; Bennett, Charlene; Banka, Weronika; Fahey, Laura; Rice, Alan; Dean, Jonathan; Hare, Daniel; De Gascun, Cillian F.	National Virus Reference Laboratory, University College Dublin, Dublin, Ireland	Homo sapiens	15188	2025-05-28	hRSV/A/Ireland/un-NVRL-GIRL00002307/2025	NVRL Ireland	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118424644	0.9975697865353038			OZ262292.1				0	1
PP_002XVAN.1	A.D.3	2024-12-30	Ireland		Carr, Michael; Bennett, Charlene; Banka, Weronika; Fahey, Laura; Rice, Alan; Dean, Jonathan; Hare, Daniel; De Gascun, Cillian F.	National Virus Reference Laboratory, University College Dublin, Dublin, Ireland	Homo sapiens	14840	2025-05-28	hRSV/A/Ireland/un-NVRL-GIRL00003905/2024	NVRL Ireland	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118424645	0.9488998357963875			OZ262336.1				0	390
PP_002XVBL.1	A.D.1.5	2024-12-15	Ireland		Carr, Michael; Bennett, Charlene; Banka, Weronika; Fahey, Laura; Rice, Alan; Dean, Jonathan; Hare, Daniel; De Gascun, Cillian F.	National Virus Reference Laboratory, University College Dublin, Dublin, Ireland	Homo sapiens	15200	2025-05-28	hRSV/A/Ireland/un-NVRL-GIRL00004234/2024	NVRL Ireland	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118424646	0.9984893267651889			OZ262177.1				0	0
PP_002XVCJ.1	A.D.1	2024-12-27	Ireland		Carr, Michael; Bennett, Charlene; Banka, Weronika; Fahey, Laura; Rice, Alan; Dean, Jonathan; Hare, Daniel; De Gascun, Cillian F.	National Virus Reference Laboratory, University College Dublin, Dublin, Ireland	Homo sapiens	15226	2025-05-28	hRSV/A/Ireland/un-NVRL-GIRL00004236/2024	NVRL Ireland	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118424647	1.0			OZ262161.1				0	0
PP_002XVDG.1	A.D.1	2025-01-21	Ireland		Carr, Michael; Bennett, Charlene; Banka, Weronika; Fahey, Laura; Rice, Alan; Dean, Jonathan; Hare, Daniel; De Gascun, Cillian F.	National Virus Reference Laboratory, University College Dublin, Dublin, Ireland	Homo sapiens	15224	2025-05-28	hRSV/A/Ireland/un-NVRL-GIRL00007986/2025	NVRL Ireland	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118424648	1.0			OZ262159.1				0	0
PP_002XVEE.1	A.D.3	2025-01-09	Ireland		Carr, Michael; Bennett, Charlene; Banka, Weronika; Fahey, Laura; Rice, Alan; Dean, Jonathan; Hare, Daniel; De Gascun, Cillian F.	National Virus Reference Laboratory, University College Dublin, Dublin, Ireland	Homo sapiens	14883	2025-05-28	hRSV/A/Ireland/un-NVRL-GIRL00007993/2025	NVRL Ireland	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118424649	0.9775369458128079			OZ262164.1				0	0
PP_002XVFC.1	A.D.1	2025-01-16	Ireland		Carr, Michael; Bennett, Charlene; Banka, Weronika; Fahey, Laura; Rice, Alan; Dean, Jonathan; Hare, Daniel; De Gascun, Cillian F.	National Virus Reference Laboratory, University College Dublin, Dublin, Ireland	Homo sapiens	15224	2025-05-28	hRSV/A/Ireland/un-NVRL-GIRL00008129/2025	NVRL Ireland	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118424650	1.0			OZ262218.1				0	0
PP_002XVGA.1	A.D.1	2025-01-18	Ireland		Carr, Michael; Bennett, Charlene; Banka, Weronika; Fahey, Laura; Rice, Alan; Dean, Jonathan; Hare, Daniel; De Gascun, Cillian F.	National Virus Reference Laboratory, University College Dublin, Dublin, Ireland	Homo sapiens	15173	2025-05-28	hRSV/A/Ireland/un-NVRL-GIRL00008130/2025	NVRL Ireland	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118424651	0.9965845648604269			OZ262241.1				0	0
PP_002XVH7.1	A.D.1	2024-12-29	Ireland		Carr, Michael; Bennett, Charlene; Banka, Weronika; Fahey, Laura; Rice, Alan; Dean, Jonathan; Hare, Daniel; De Gascun, Cillian F.	National Virus Reference Laboratory, University College Dublin, Dublin, Ireland	Homo sapiens	15224	2025-05-28	hRSV/A/Ireland/un-NVRL-GIRL00008145/2024	NVRL Ireland	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118424652	1.0			OZ262230.1				0	0
PP_002XVJ5.1	A.D.1.5	2025-01-03	Ireland		Carr, Michael; Bennett, Charlene; Banka, Weronika; Fahey, Laura; Rice, Alan; Dean, Jonathan; Hare, Daniel; De Gascun, Cillian F.	National Virus Reference Laboratory, University College Dublin, Dublin, Ireland	Homo sapiens	14841	2025-05-28	hRSV/A/Ireland/un-NVRL-GIRL00008146/2025	NVRL Ireland	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118424653	0.9695894909688013			OZ262157.1				0	79
PP_002XVK3.1	A.D.5.2	2025-01-08	Ireland		Carr, Michael; Bennett, Charlene; Banka, Weronika; Fahey, Laura; Rice, Alan; Dean, Jonathan; Hare, Daniel; De Gascun, Cillian F.	National Virus Reference Laboratory, University College Dublin, Dublin, Ireland	Homo sapiens	14879	2025-05-28	hRSV/A/Ireland/un-NVRL-GIRL00008179/2025	NVRL Ireland	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118424654	0.9775369458128079			OZ262162.1				0	0
PP_002XVL1.1	A.D.1.6	2025-01-10	Ireland		Carr, Michael; Bennett, Charlene; Banka, Weronika; Fahey, Laura; Rice, Alan; Dean, Jonathan; Hare, Daniel; De Gascun, Cillian F.	National Virus Reference Laboratory, University College Dublin, Dublin, Ireland	Homo sapiens	14881	2025-05-28	hRSV/A/Ireland/un-NVRL-GIRL00008279/2025	NVRL Ireland	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118424655	0.9775369458128079			OZ262200.1				0	0
PP_002XVMZ.1	A.D.5.2	2025-01-10	Ireland		Carr, Michael; Bennett, Charlene; Banka, Weronika; Fahey, Laura; Rice, Alan; Dean, Jonathan; Hare, Daniel; De Gascun, Cillian F.	National Virus Reference Laboratory, University College Dublin, Dublin, Ireland	Homo sapiens	14879	2025-05-28	hRSV/A/Ireland/un-NVRL-GIRL00008280/2025	NVRL Ireland	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118424656	0.9775369458128079			OZ262208.1				0	0
PP_002XVNX.1	A.D.5.2	2025-01-09	Ireland		Carr, Michael; Bennett, Charlene; Banka, Weronika; Fahey, Laura; Rice, Alan; Dean, Jonathan; Hare, Daniel; De Gascun, Cillian F.	National Virus Reference Laboratory, University College Dublin, Dublin, Ireland	Homo sapiens	15154	2025-05-28	hRSV/A/Ireland/un-NVRL-GIRL00008281/2025	NVRL Ireland	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118424657	0.9951395730706075			OZ262249.1				0	7
PP_002XVPV.1	A.D.5.2	2025-01-08	Ireland		Carr, Michael; Bennett, Charlene; Banka, Weronika; Fahey, Laura; Rice, Alan; Dean, Jonathan; Hare, Daniel; De Gascun, Cillian F.	National Virus Reference Laboratory, University College Dublin, Dublin, Ireland	Homo sapiens	14559	2025-05-28	hRSV/A/Ireland/un-NVRL-GIRL00010258/2025	NVRL Ireland	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118424658	0.9128407224958949			OZ262243.1				0	665
PP_002XVQT.1	A.D.5.2	2025-01-08	Ireland		Carr, Michael; Bennett, Charlene; Banka, Weronika; Fahey, Laura; Rice, Alan; Dean, Jonathan; Hare, Daniel; De Gascun, Cillian F.	National Virus Reference Laboratory, University College Dublin, Dublin, Ireland	Homo sapiens	14874	2025-05-28	hRSV/A/Ireland/un-NVRL-GIRL00010259/2025	NVRL Ireland	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA118424659	0.977208538587849			OZ262242.1				0	0
